LotArea,LotFrontage,TotalBsmtSF,BedroomAbvGr,Fireplaces,PoolArea,GarageCars,WoodDeckSF,ScreenPorch,Expensive,MSZoning,Condition1,Heating,Street,CentralAir,Foundation,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,KitchenQual,FireplaceQu
53504,47.0,1650,4,1,0,3,503,210,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Gd,TA,Gd,ALQ,Ex,Gd
7252,,858,2,0,0,2,120,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Av,GLQ,TA,
8877,67.0,836,2,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Fa,Fa,No,LwQ,TA,
7819,94.0,1029,3,1,0,2,144,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,ALQ,TA,TA
10150,70.0,912,2,0,0,1,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
14226,110.0,1935,3,1,0,3,315,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,Unf,Gd,Gd
4500,32.0,1204,2,0,0,2,0,0,0,RM,Norm,GasA,Pave,Y,PConc,TA,TA,Ex,TA,No,GLQ,TA,
11210,86.0,1614,3,0,0,3,144,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
13350,100.0,864,3,1,0,2,241,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,Fa
8400,60.0,0,4,2,0,2,0,0,0,RH,Feedr,GasA,Pave,Y,Slab,TA,TA,,,,,TA,TA
10530,78.0,975,2,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,GLQ,TA,
7875,63.0,1237,3,1,0,2,220,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,Gd,No,Unf,TA,TA
7153,65.0,761,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,Gd,Gd,TA,No,ALQ,Gd,
16285,67.0,1413,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
9101,,1097,1,1,0,2,303,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,Gd,Gd,TA,Av,GLQ,Gd,TA
6300,35.0,742,3,1,0,0,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,Gd
9790,,1372,3,1,0,2,0,197,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,Gd
10800,60.0,686,4,0,0,1,0,0,0,RM,Artery,GasA,Pave,Y,PConc,TA,Gd,Fa,TA,No,LwQ,TA,
10142,76.0,956,4,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,
6000,50.0,901,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,
12205,,832,5,0,0,2,133,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,Fa,Gd,LwQ,Gd,
3182,43.0,1145,2,1,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd
11333,,1029,3,2,0,2,120,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Av,ALQ,TA,TA
9920,92.0,1117,3,1,0,2,180,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,TA,TA
9158,76.0,1496,3,0,0,2,168,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,Unf,Gd,
10832,,712,3,1,0,2,143,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,TA
8400,70.0,650,3,1,0,2,0,204,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,Unf,TA,TA
8197,71.0,660,3,1,0,2,138,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,TA
7677,57.0,773,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
13518,104.0,1926,4,2,0,3,144,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,No,Unf,Ex,Gd
7200,60.0,731,3,2,0,1,0,0,0,RL,Feedr,GasA,Pave,Y,BrkTil,TA,TA,Gd,TA,No,ALQ,Gd,TA
12798,79.0,616,4,0,0,2,403,0,0,RL,Feedr,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Gd,GLQ,Gd,
4800,40.0,1196,2,0,0,2,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,TA,
8199,63.0,728,3,1,0,2,36,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,Gd
13891,107.0,1734,4,1,0,3,52,192,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Gd,Unf,Ex,Gd
9000,75.0,936,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,TA,
12274,91.0,1417,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Ex,
9750,75.0,980,3,0,0,1,68,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,Av,ALQ,TA,
21384,144.0,1324,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Gd,GLQ,Gd,TA
13400,85.0,1024,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,ALQ,TA,Gd
8100,90.0,849,2,0,0,2,40,0,0,RM,Norm,GasA,Pave,N,PConc,TA,TA,TA,TA,No,Unf,TA,
10140,78.0,1040,3,1,648,2,265,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,Gd,Fa
4438,,848,1,1,0,2,140,0,0,RM,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Gd,GLQ,Gd,Gd
8712,66.0,540,2,0,0,2,0,0,0,C (all),Norm,GasA,Grvl,N,CBlock,Fa,TA,TA,TA,Av,Unf,Fa,
9750,75.0,1442,4,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
8248,45.0,686,3,0,0,1,207,0,0,RL,Norm,GasW,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,Fa,
12137,48.0,1649,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,Gd,
11425,,1008,2,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,Gd
13265,,1568,3,2,0,3,150,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd
8816,80.0,1010,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,GLQ,TA,
6371,44.0,1358,2,1,0,2,192,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Mn,GLQ,Gd,Gd
7226,72.0,798,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
6000,60.0,936,2,0,0,2,0,0,0,RM,Norm,GasA,Pave,N,CBlock,Fa,TA,Fa,TA,No,Unf,TA,
12394,,847,3,1,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Gd,Unf,Gd,Gd
9900,60.0,778,3,1,0,1,335,0,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,TA,Gd
11216,81.0,1489,3,1,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,Gd,No,Unf,Gd,Gd
14803,114.0,2078,2,1,0,3,188,0,1,RL,PosN,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Av,GLQ,Ex,Gd
6130,50.0,784,2,0,0,0,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,ALQ,Gd,
8529,65.0,1454,3,1,0,2,290,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
28698,,1013,3,0,0,2,486,225,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,Gd,Gd,LwQ,TA,
2544,24.0,600,2,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
11900,80.0,1392,3,2,0,2,0,192,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,Gd
3180,30.0,600,2,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,Gd,
9548,44.0,941,3,1,0,2,192,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
10004,100.0,1516,3,0,0,2,0,152,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
7875,75.0,1144,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
9600,60.0,1067,2,0,0,2,290,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,BLQ,Gd,
8100,90.0,1559,2,0,0,2,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Rec,TA,
1680,21.0,483,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
9525,75.0,1099,3,0,0,1,278,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,Gd,
11767,70.0,768,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
12155,,672,4,0,0,1,0,0,0,RH,Norm,GasA,Pave,N,BrkTil,TA,TA,TA,TA,No,BLQ,Fa,
10440,60.0,650,3,1,0,2,70,0,0,RM,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,Unf,Gd,Po
9020,82.0,1127,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Gd,Rec,TA,
8000,80.0,1800,6,0,0,0,0,0,0,RL,Artery,GasA,Pave,N,CBlock,TA,TA,TA,TA,No,Unf,TA,
12665,100.0,876,4,1,0,3,418,0,0,RM,Artery,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,Mn,Unf,TA,Gd
16647,,1390,3,2,0,2,0,0,0,RL,RRAe,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,ALQ,TA,TA
9317,75.0,740,3,1,0,2,234,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,ALQ,Gd,TA
15523,36.0,864,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,BLQ,TA,Fa
45600,75.0,907,5,1,0,2,486,175,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,TA,Gd
9600,80.0,528,3,1,0,2,113,0,0,RL,Feedr,GasA,Pave,Y,CBlock,Gd,Gd,TA,TA,No,Unf,TA,TA
4435,36.0,848,1,0,0,2,140,0,0,RM,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
3196,,1273,2,1,0,2,143,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Gd,Unf,Gd,TA
7128,53.0,918,4,2,0,1,0,126,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,Rec,TA,Gd
12095,,1127,3,1,0,2,180,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,Gd,Rec,TA,Fa
17920,102.0,1763,3,1,0,2,0,312,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Mn,ALQ,TA,Gd
6897,,1040,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,ALQ,TA,
10970,,940,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,Gd,Gd,GLQ,TA,
8125,65.0,702,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,TA,TA
10400,80.0,1090,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,Unf,TA,TA
11029,,1054,4,1,0,2,0,222,0,RL,PosA,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Mn,BLQ,Gd,Gd
7642,55.0,912,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,BrkTil,Gd,TA,TA,TA,No,Unf,Gd,Gd
11625,75.0,1039,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,Mn,BLQ,TA,
9672,81.0,1040,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,GLQ,TA,
7931,70.0,1148,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
8640,72.0,1372,3,0,0,2,0,0,1,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,No,Unf,Gd,
8750,,1002,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
10656,67.0,1638,3,1,0,3,192,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,Unf,Gd,Gd
6970,85.0,1040,3,0,0,2,168,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,Fa,
14762,,0,2,1,0,2,120,0,0,RL,Feedr,GasA,Pave,Y,Slab,TA,TA,,,,,TA,TA
9938,80.0,1050,3,1,0,2,156,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
6600,60.0,894,2,0,0,1,0,0,0,RL,PosN,GasA,Pave,N,CBlock,TA,TA,TA,TA,No,Unf,TA,
8750,70.0,804,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,GLQ,Gd,
8892,74.0,105,3,0,0,2,196,0,0,RL,Norm,GasA,Pave,Y,Stone,Gd,TA,TA,TA,Av,Unf,Gd,
12144,60.0,832,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,TA,TA,No,Rec,TA,Gd
5720,52.0,676,3,0,0,1,26,0,0,RM,Artery,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,
9000,75.0,1184,4,1,0,2,208,0,1,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Ex,Gd
25286,94.0,1064,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,Gd,ALQ,TA,
8834,74.0,1462,4,1,0,3,184,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,No,GLQ,Ex,Gd
11782,88.0,1109,3,0,0,2,192,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,ALQ,Gd,
7000,,864,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,Gd,TA,TA,No,ALQ,TA,
7024,60.0,1090,2,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Ex,Gd,No,ALQ,TA,
13758,44.0,1156,3,1,0,2,168,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,Gd,Gd,TA,Mn,LwQ,Gd,TA
9636,,808,3,1,0,2,342,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,TA,TA
6204,60.0,795,5,0,0,1,0,0,0,RL,Norm,GasA,Pave,N,PConc,Gd,TA,TA,Fa,No,Unf,TA,
7150,65.0,892,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
5119,50.0,1698,2,1,0,2,97,0,1,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Av,GLQ,Gd,TA
8393,70.0,1626,4,0,0,2,272,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,TA,
16466,59.0,816,3,0,0,1,121,265,0,RL,Norm,GasA,Pave,Y,PConc,TA,Gd,TA,TA,No,Unf,TA,
15865,95.0,2217,4,1,0,2,81,224,1,RL,Norm,GasA,Pave,Y,PConc,Gd,Gd,TA,Gd,Gd,ALQ,Gd,TA
12160,128.0,1505,2,1,0,2,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,TA
8064,60.0,672,3,1,0,2,0,0,0,RL,Artery,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,Mn,Unf,TA,Po
11184,70.0,918,3,1,0,2,243,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,TA,TA
8414,70.0,1059,3,0,0,1,192,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,GLQ,TA,
13284,,1383,3,1,0,1,511,0,0,RL,PosN,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Mn,BLQ,TA,Gd
7018,64.0,0,4,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,Slab,TA,TA,,,,,TA,
7056,71.0,780,4,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,TA
8765,50.0,951,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,N,BrkTil,TA,TA,TA,TA,No,ALQ,TA,
7018,64.0,0,6,0,0,2,154,0,0,RL,Feedr,GasA,Pave,Y,Slab,TA,TA,,,,,TA,
12919,100.0,2330,2,2,0,3,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Gd,GLQ,Ex,Gd
6993,65.0,912,3,1,0,1,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,TA
7340,,858,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,
8712,64.0,992,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,Mn,BLQ,TA,
7875,63.0,783,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,Gd
14859,50.0,1670,3,1,0,3,144,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,Gd
6173,,876,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,GLQ,TA,
9920,80.0,1056,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
13501,116.0,1623,3,1,0,3,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd
11500,86.0,1017,3,1,0,1,0,322,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,No,Rec,Gd,Gd
8885,,864,2,0,0,2,164,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Av,BLQ,TA,
12589,149.0,742,3,1,0,2,36,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,Gd
11600,80.0,1105,5,0,0,2,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
9286,,1268,3,0,0,1,173,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,Gd,Av,ALQ,Gd,
6120,51.0,768,3,0,0,1,0,120,0,RM,Norm,GasA,Pave,N,BrkTil,TA,TA,TA,TA,No,Rec,TA,
6270,82.0,1001,4,0,0,3,0,0,0,RH,Norm,GasA,Pave,N,CBlock,TA,TA,TA,TA,No,BLQ,TA,
3000,30.0,612,2,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
2001,21.0,546,3,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,
9000,50.0,480,1,0,0,1,0,0,0,C (all),Norm,GasA,Pave,N,CBlock,TA,TA,TA,TA,Av,BLQ,TA,
17140,,1134,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,
13125,103.0,1104,4,1,0,3,72,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Mn,BLQ,Gd,TA
11029,87.0,1184,3,1,0,2,0,190,0,RL,Norm,GasA,Pave,Y,CBlock,Ex,TA,Gd,TA,No,ALQ,TA,TA
8462,70.0,928,3,0,0,2,300,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,Gd,Gd,Gd,No,GLQ,Gd,
8777,67.0,1272,4,0,0,0,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,
10237,65.0,1316,3,1,0,2,100,0,0,RL,RRAn,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd
8012,50.0,1604,2,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,LwQ,Gd,Fa
10240,79.0,1686,3,1,0,2,384,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,Gd,TA,No,BLQ,TA,TA
15611,,1126,3,0,0,2,180,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Av,ALQ,Ex,
11999,93.0,1181,4,1,0,3,104,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Ex,Gd
9900,,832,4,1,0,2,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,Gd
11838,,1753,3,1,0,2,202,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,Unf,Ex,TA
13006,,964,4,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,Gd,TA
8925,73.0,1466,3,0,0,3,100,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
9100,70.0,925,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
11670,84.0,1905,3,1,0,3,0,0,1,RL,RRNn,GasA,Pave,Y,PConc,Ex,TA,Ex,Gd,No,Unf,Ex,Gd
8487,63.0,1500,3,0,0,2,192,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
27650,313.0,585,4,1,0,2,0,0,0,RL,PosA,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,GLQ,Gd,Gd
5825,52.0,600,1,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,Gd,Fa,TA,Mn,Unf,TA,
10083,67.0,1176,2,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,
9675,75.0,1113,3,1,0,2,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Mn,GLQ,Gd,Gd
8760,73.0,1391,3,0,0,3,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,Gd,Mn,GLQ,Gd,
24090,,1032,4,2,0,1,56,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,Mn,Unf,TA,TA
12640,55.0,1728,4,0,0,2,40,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Gd,Rec,TA,
8755,,992,3,1,0,2,0,0,0,RL,RRNn,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,ALQ,Gd,TA
7711,42.0,1440,4,0,0,0,321,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Gd,GLQ,TA,
25000,100.0,1632,4,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,Unf,TA,
14375,,819,3,1,0,2,0,233,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,GLQ,Gd,Gd
8820,98.0,1088,2,0,0,2,48,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,LwQ,TA,
8163,70.0,1144,3,1,0,1,86,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,Av,ALQ,TA,TA
14536,85.0,1616,3,1,0,3,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,Gd
14006,65.0,936,3,1,0,2,144,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,,Unf,Gd,TA
9360,78.0,1161,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,Gd,TA
7200,60.0,864,3,0,0,2,194,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,Gd,
7800,60.0,828,3,0,0,1,421,0,0,RH,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
7200,60.0,768,2,0,0,1,192,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,Gd,TA,Av,GLQ,TA,
11075,,784,4,1,0,2,305,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,ALQ,TA,Po
9400,35.0,945,4,0,0,0,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,Gd,Gd,GLQ,TA,
7136,82.0,979,4,0,0,2,0,0,0,RH,Norm,GasA,Pave,N,CBlock,TA,TA,Gd,TA,No,Rec,TA,
1300,24.0,561,2,1,0,2,150,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,ALQ,TA,TA
7420,70.0,1057,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
8450,65.0,1337,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Mn,GLQ,Gd,
2572,24.0,696,3,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,ALQ,Gd,
7207,50.0,858,2,0,0,0,117,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,Gd,BLQ,TA,
12227,,1330,4,1,0,2,550,0,1,RL,PosN,GasA,Pave,Y,CBlock,TA,Gd,Gd,Gd,No,ALQ,TA,TA
2308,24.0,804,3,1,0,2,48,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,ALQ,Gd,TA
